date,nav,scheme_name
2023-09-27,214.6615,Nippon India ETF Nifty 50 BeES
2023-09-28,214.6615,Nippon India ETF Nifty 50 BeES
2023-09-29,214.6615,Nippon India ETF Nifty 50 BeES
2023-09-30,214.6615,Nippon India ETF Nifty 50 BeES
2023-10-01,170.6642,Nippon India ETF Nifty 50 BeES
2023-10-02,177.757,Nippon India ETF Nifty 50 BeES
2023-10-03,183.9531,Nippon India ETF Nifty 50 BeES
2023-10-04,188.6695,Nippon India ETF Nifty 50 BeES
2023-10-05,189.2788,Nippon India ETF Nifty 50 BeES
2023-10-06,189.2788,Nippon India ETF Nifty 50 BeES
2023-10-07,209.1775,Nippon India ETF Nifty 50 BeES
2023-10-08,214.7275,Nippon India ETF Nifty 50 BeES
2023-10-09,214.7275,Nippon India ETF Nifty 50 BeES
2023-10-10,204.5637,Nippon India ETF Nifty 50 BeES
2023-10-11,216.873,Nippon India ETF Nifty 50 BeES
2023-10-12,216.873,Nippon India ETF Nifty 50 BeES
2023-10-13,216.873,Nippon India ETF Nifty 50 BeES
2023-10-14,216.873,Nippon India ETF Nifty 50 BeES
2023-10-15,216.873,Nippon India ETF Nifty 50 BeES
2023-10-16,216.873,Nippon India ETF Nifty 50 BeES
2023-10-17,216.873,Nippon India ETF Nifty 50 BeES
2023-10-18,216.873,Nippon India ETF Nifty 50 BeES
2023-10-19,216.873,Nippon India ETF Nifty 50 BeES
2023-10-20,216.873,Nippon India ETF Nifty 50 BeES
2023-10-21,216.873,Nippon India ETF Nifty 50 BeES
2023-10-22,216.873,Nippon India ETF Nifty 50 BeES
2023-10-23,216.873,Nippon India ETF Nifty 50 BeES
2023-10-24,216.873,Nippon India ETF Nifty 50 BeES
2023-10-25,216.873,Nippon India ETF Nifty 50 BeES
2023-10-26,216.873,Nippon India ETF Nifty 50 BeES
2023-10-27,216.873,Nippon India ETF Nifty 50 BeES
2023-10-28,216.873,Nippon India ETF Nifty 50 BeES
2023-10-29,216.873,Nippon India ETF Nifty 50 BeES
2023-10-30,216.873,Nippon India ETF Nifty 50 BeES
2023-10-31,216.873,Nippon India ETF Nifty 50 BeES
2023-11-01,170.9484,Nippon India ETF Nifty 50 BeES
2023-11-02,170.9484,Nippon India ETF Nifty 50 BeES
2023-11-03,170.9484,Nippon India ETF Nifty 50 BeES
2023-11-04,187.4129,Nippon India ETF Nifty 50 BeES
2023-11-05,189.6288,Nippon India ETF Nifty 50 BeES
2023-11-06,189.6288,Nippon India ETF Nifty 50 BeES
2023-11-07,208.1952,Nippon India ETF Nifty 50 BeES
2023-11-08,215.1384,Nippon India ETF Nifty 50 BeES
2023-11-09,210.3696,Nippon India ETF Nifty 50 BeES
2023-11-10,207.6812,Nippon India ETF Nifty 50 BeES
2023-11-11,207.6812,Nippon India ETF Nifty 50 BeES
2023-11-12,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-13,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-14,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-15,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-16,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-17,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-18,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-19,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-20,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-21,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-22,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-23,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-24,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-25,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-26,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-27,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-28,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-29,225.1166,Nippon India ETF Nifty 50 BeES
2023-11-30,225.1166,Nippon India ETF Nifty 50 BeES
2023-12-01,172.2987,Nippon India ETF Nifty 50 BeES
2023-12-02,172.2987,Nippon India ETF Nifty 50 BeES
2023-12-03,172.2987,Nippon India ETF Nifty 50 BeES
2023-12-04,188.9237,Nippon India ETF Nifty 50 BeES
2023-12-05,185.4635,Nippon India ETF Nifty 50 BeES
2023-12-06,202.2957,Nippon India ETF Nifty 50 BeES
2023-12-07,210.5925,Nippon India ETF Nifty 50 BeES
2023-12-08,210.5925,Nippon India ETF Nifty 50 BeES
2023-12-09,211.1181,Nippon India ETF Nifty 50 BeES
2023-12-10,206.2693,Nippon India ETF Nifty 50 BeES
2023-12-11,206.2693,Nippon India ETF Nifty 50 BeES
2023-12-12,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-13,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-14,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-15,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-16,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-17,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-18,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-19,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-20,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-21,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-22,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-23,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-24,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-25,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-26,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-27,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-28,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-29,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-30,224.4563,Nippon India ETF Nifty 50 BeES
2023-12-31,224.4563,Nippon India ETF Nifty 50 BeES
2024-01-01,225.3202,Nippon India ETF Nifty 50 BeES
2024-01-02,221.4017,Nippon India ETF Nifty 50 BeES
2024-01-03,210.7383,Nippon India ETF Nifty 50 BeES
2024-01-04,223.7435,Nippon India ETF Nifty 50 BeES
2024-01-05,227.0486,Nippon India ETF Nifty 50 BeES
2024-01-06,227.0486,Nippon India ETF Nifty 50 BeES
2024-01-07,227.2923,Nippon India ETF Nifty 50 BeES
2024-01-08,238.9922,Nippon India ETF Nifty 50 BeES
2024-01-09,238.9922,Nippon India ETF Nifty 50 BeES
2024-01-10,248.6513,Nippon India ETF Nifty 50 BeES
2024-01-11,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-12,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-13,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-14,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-15,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-16,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-17,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-18,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-19,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-20,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-21,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-22,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-23,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-24,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-25,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-26,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-27,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-28,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-29,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-30,248.0941,Nippon India ETF Nifty 50 BeES
2024-01-31,248.0941,Nippon India ETF Nifty 50 BeES
2024-02-01,226.7396,Nippon India ETF Nifty 50 BeES
2024-02-02,220.4858,Nippon India ETF Nifty 50 BeES
2024-02-03,220.4858,Nippon India ETF Nifty 50 BeES
2024-02-04,223.0828,Nippon India ETF Nifty 50 BeES
2024-02-05,227.1145,Nippon India ETF Nifty 50 BeES
2024-02-06,227.1145,Nippon India ETF Nifty 50 BeES
2024-02-07,224.0557,Nippon India ETF Nifty 50 BeES
2024-02-08,238.822,Nippon India ETF Nifty 50 BeES
2024-02-09,246.3997,Nippon India ETF Nifty 50 BeES
2024-02-10,251.94,Nippon India ETF Nifty 50 BeES
2024-02-11,251.94,Nippon India ETF Nifty 50 BeES
2024-02-12,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-13,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-14,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-15,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-16,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-17,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-18,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-19,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-20,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-21,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-22,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-23,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-24,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-25,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-26,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-27,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-28,255.0939,Nippon India ETF Nifty 50 BeES
2024-02-29,255.0939,Nippon India ETF Nifty 50 BeES
2024-03-01,225.9806,Nippon India ETF Nifty 50 BeES
2024-03-02,225.9806,Nippon India ETF Nifty 50 BeES
2024-03-03,225.9806,Nippon India ETF Nifty 50 BeES
2024-03-04,222.7168,Nippon India ETF Nifty 50 BeES
2024-03-05,225.4204,Nippon India ETF Nifty 50 BeES
2024-03-06,221.0507,Nippon India ETF Nifty 50 BeES
2024-03-07,223.3893,Nippon India ETF Nifty 50 BeES
2024-03-08,223.3893,Nippon India ETF Nifty 50 BeES
2024-03-09,242.4901,Nippon India ETF Nifty 50 BeES
2024-03-10,255.3801,Nippon India ETF Nifty 50 BeES
2024-03-11,255.3801,Nippon India ETF Nifty 50 BeES
2024-03-12,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-13,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-14,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-15,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-16,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-17,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-18,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-19,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-20,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-21,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-22,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-23,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-24,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-25,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-26,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-27,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-28,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-29,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-30,253.8031,Nippon India ETF Nifty 50 BeES
2024-03-31,253.8031,Nippon India ETF Nifty 50 BeES
2024-04-01,227.004,Nippon India ETF Nifty 50 BeES
2024-04-02,227.004,Nippon India ETF Nifty 50 BeES
2024-04-03,211.9888,Nippon India ETF Nifty 50 BeES
2024-04-04,222.3511,Nippon India ETF Nifty 50 BeES
2024-04-05,222.3511,Nippon India ETF Nifty 50 BeES
2024-04-06,220.6046,Nippon India ETF Nifty 50 BeES
2024-04-07,224.0752,Nippon India ETF Nifty 50 BeES
2024-04-08,224.0752,Nippon India ETF Nifty 50 BeES
2024-04-09,238.5848,Nippon India ETF Nifty 50 BeES
2024-04-10,250.7238,Nippon India ETF Nifty 50 BeES
2024-04-11,246.9499,Nippon India ETF Nifty 50 BeES
2024-04-12,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-13,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-14,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-15,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-16,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-17,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-18,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-19,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-20,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-21,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-22,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-23,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-24,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-25,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-26,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-27,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-28,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-29,251.9292,Nippon India ETF Nifty 50 BeES
2024-04-30,251.9292,Nippon India ETF Nifty 50 BeES
2024-05-01,225.3924,Nippon India ETF Nifty 50 BeES
2024-05-02,219.7912,Nippon India ETF Nifty 50 BeES
2024-05-03,214.9808,Nippon India ETF Nifty 50 BeES
2024-05-04,223.4846,Nippon India ETF Nifty 50 BeES
2024-05-05,223.4846,Nippon India ETF Nifty 50 BeES
2024-05-06,222.1254,Nippon India ETF Nifty 50 BeES
2024-05-07,225.1339,Nippon India ETF Nifty 50 BeES
2024-05-08,240.278,Nippon India ETF Nifty 50 BeES
2024-05-09,242.988,Nippon India ETF Nifty 50 BeES
2024-05-10,242.988,Nippon India ETF Nifty 50 BeES
2024-05-11,246.8101,Nippon India ETF Nifty 50 BeES
2024-05-12,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-13,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-14,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-15,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-16,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-17,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-18,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-19,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-20,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-21,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-22,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-23,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-24,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-25,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-26,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-27,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-28,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-29,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-30,248.7529,Nippon India ETF Nifty 50 BeES
2024-05-31,248.7529,Nippon India ETF Nifty 50 BeES
2024-06-01,248.7529,Nippon India ETF Nifty 50 BeES
2024-06-02,218.6769,Nippon India ETF Nifty 50 BeES
2024-06-03,216.4265,Nippon India ETF Nifty 50 BeES
2024-06-04,216.4265,Nippon India ETF Nifty 50 BeES
2024-06-05,222.8774,Nippon India ETF Nifty 50 BeES
2024-06-06,218.4071,Nippon India ETF Nifty 50 BeES
2024-06-07,218.4071,Nippon India ETF Nifty 50 BeES
2024-06-08,238.1775,Nippon India ETF Nifty 50 BeES
2024-06-09,244.3463,Nippon India ETF Nifty 50 BeES
2024-06-10,244.3463,Nippon India ETF Nifty 50 BeES
2024-06-11,246.997,Nippon India ETF Nifty 50 BeES
2024-06-12,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-13,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-14,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-15,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-16,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-17,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-18,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-19,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-20,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-21,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-22,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-23,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-24,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-25,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-26,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-27,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-28,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-29,248.5828,Nippon India ETF Nifty 50 BeES
2024-06-30,248.5828,Nippon India ETF Nifty 50 BeES
2024-07-01,248.5828,Nippon India ETF Nifty 50 BeES
2024-07-02,219.1466,Nippon India ETF Nifty 50 BeES
2024-07-03,218.8663,Nippon India ETF Nifty 50 BeES
2024-07-04,218.8663,Nippon India ETF Nifty 50 BeES
2024-07-05,222.4592,Nippon India ETF Nifty 50 BeES
2024-07-06,216.7228,Nippon India ETF Nifty 50 BeES
2024-07-07,216.7228,Nippon India ETF Nifty 50 BeES
2024-07-08,237.6946,Nippon India ETF Nifty 50 BeES
2024-07-09,237.6946,Nippon India ETF Nifty 50 BeES
2024-07-10,251.3667,Nippon India ETF Nifty 50 BeES
2024-07-11,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-12,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-13,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-14,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-15,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-16,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-17,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-18,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-19,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-20,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-21,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-22,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-23,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-24,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-25,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-26,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-27,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-28,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-29,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-30,250.9741,Nippon India ETF Nifty 50 BeES
2024-07-31,250.9741,Nippon India ETF Nifty 50 BeES
2024-08-01,223.5903,Nippon India ETF Nifty 50 BeES
2024-08-02,216.7379,Nippon India ETF Nifty 50 BeES
2024-08-03,220.7331,Nippon India ETF Nifty 50 BeES
2024-08-04,221.5802,Nippon India ETF Nifty 50 BeES
2024-08-05,220.8712,Nippon India ETF Nifty 50 BeES
2024-08-06,220.8712,Nippon India ETF Nifty 50 BeES
2024-08-07,226.3392,Nippon India ETF Nifty 50 BeES
2024-08-08,240.0795,Nippon India ETF Nifty 50 BeES
2024-08-09,240.0795,Nippon India ETF Nifty 50 BeES
2024-08-10,244.9654,Nippon India ETF Nifty 50 BeES
2024-08-11,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-12,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-13,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-14,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-15,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-16,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-17,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-18,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-19,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-20,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-21,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-22,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-23,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-24,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-25,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-26,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-27,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-28,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-29,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-30,254.3442,Nippon India ETF Nifty 50 BeES
2024-08-31,254.3442,Nippon India ETF Nifty 50 BeES
2024-09-01,221.6709,Nippon India ETF Nifty 50 BeES
2024-09-02,217.3885,Nippon India ETF Nifty 50 BeES
2024-09-03,217.3885,Nippon India ETF Nifty 50 BeES
2024-09-04,221.7395,Nippon India ETF Nifty 50 BeES
2024-09-05,219.7371,Nippon India ETF Nifty 50 BeES
2024-09-06,219.7371,Nippon India ETF Nifty 50 BeES
2024-09-07,227.1942,Nippon India ETF Nifty 50 BeES
2024-09-08,238.7948,Nippon India ETF Nifty 50 BeES
2024-09-09,244.7148,Nippon India ETF Nifty 50 BeES
2024-09-10,246.6927,Nippon India ETF Nifty 50 BeES
2024-09-11,246.6927,Nippon India ETF Nifty 50 BeES
2024-09-12,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-13,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-14,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-15,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-16,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-17,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-18,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-19,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-20,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-21,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-22,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-23,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-24,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-25,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-26,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-27,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-28,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-29,249.9742,Nippon India ETF Nifty 50 BeES
2024-09-30,249.9742,Nippon India ETF Nifty 50 BeES
2024-10-01,221.83,Nippon India ETF Nifty 50 BeES
2024-10-02,221.83,Nippon India ETF Nifty 50 BeES
2024-10-03,221.83,Nippon India ETF Nifty 50 BeES
2024-10-04,222.3015,Nippon India ETF Nifty 50 BeES
2024-10-05,223.4921,Nippon India ETF Nifty 50 BeES
2024-10-06,214.4428,Nippon India ETF Nifty 50 BeES
2024-10-07,228.3945,Nippon India ETF Nifty 50 BeES
2024-10-08,228.3945,Nippon India ETF Nifty 50 BeES
2024-10-09,245.5713,Nippon India ETF Nifty 50 BeES
2024-10-10,249.0905,Nippon India ETF Nifty 50 BeES
2024-10-11,249.0905,Nippon India ETF Nifty 50 BeES
2024-10-12,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-13,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-14,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-15,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-16,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-17,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-18,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-19,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-20,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-21,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-22,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-23,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-24,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-25,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-26,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-27,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-28,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-29,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-30,246.7593,Nippon India ETF Nifty 50 BeES
2024-10-31,246.7593,Nippon India ETF Nifty 50 BeES
2024-11-01,219.8139,Nippon India ETF Nifty 50 BeES
2024-11-02,219.8139,Nippon India ETF Nifty 50 BeES
2024-11-03,222.3589,Nippon India ETF Nifty 50 BeES
2024-11-04,223.1392,Nippon India ETF Nifty 50 BeES
2024-11-05,223.1392,Nippon India ETF Nifty 50 BeES
2024-11-06,214.1983,Nippon India ETF Nifty 50 BeES
2024-11-07,228.5979,Nippon India ETF Nifty 50 BeES
2024-11-08,228.5979,Nippon India ETF Nifty 50 BeES
2024-11-09,245.9926,Nippon India ETF Nifty 50 BeES
2024-11-10,249.1369,Nippon India ETF Nifty 50 BeES
2024-11-11,255.7726,Nippon India ETF Nifty 50 BeES
2024-11-12,246.838,Nippon India ETF Nifty 50 BeES
2024-11-13,246.838,Nippon India ETF Nifty 50 BeES
2024-11-14,246.838,Nippon India ETF Nifty 50 BeES
2024-11-15,246.838,Nippon India ETF Nifty 50 BeES
2024-11-16,246.838,Nippon India ETF Nifty 50 BeES
2024-11-17,246.838,Nippon India ETF Nifty 50 BeES
2024-11-18,246.838,Nippon India ETF Nifty 50 BeES
2024-11-19,246.838,Nippon India ETF Nifty 50 BeES
2024-11-20,246.838,Nippon India ETF Nifty 50 BeES
2024-11-21,246.838,Nippon India ETF Nifty 50 BeES
2024-11-22,246.838,Nippon India ETF Nifty 50 BeES
2024-11-23,246.838,Nippon India ETF Nifty 50 BeES
2024-11-24,246.838,Nippon India ETF Nifty 50 BeES
2024-11-25,246.838,Nippon India ETF Nifty 50 BeES
2024-11-26,246.838,Nippon India ETF Nifty 50 BeES
2024-11-27,246.838,Nippon India ETF Nifty 50 BeES
2024-11-28,246.838,Nippon India ETF Nifty 50 BeES
2024-11-29,246.838,Nippon India ETF Nifty 50 BeES
2024-11-30,246.838,Nippon India ETF Nifty 50 BeES
2024-12-01,219.1637,Nippon India ETF Nifty 50 BeES
2024-12-02,218.7091,Nippon India ETF Nifty 50 BeES
2024-12-03,221.8591,Nippon India ETF Nifty 50 BeES
2024-12-04,223.6621,Nippon India ETF Nifty 50 BeES
2024-12-05,223.6621,Nippon India ETF Nifty 50 BeES
2024-12-06,218.6018,Nippon India ETF Nifty 50 BeES
2024-12-07,226.7616,Nippon India ETF Nifty 50 BeES
2024-12-08,238.6676,Nippon India ETF Nifty 50 BeES
2024-12-09,248.138,Nippon India ETF Nifty 50 BeES
2024-12-10,248.138,Nippon India ETF Nifty 50 BeES
2024-12-11,258.9601,Nippon India ETF Nifty 50 BeES
2024-12-12,247.5347,Nippon India ETF Nifty 50 BeES
2024-12-13,247.5347,Nippon India ETF Nifty 50 BeES
2024-12-14,247.5347,Nippon India ETF Nifty 50 BeES
2024-12-15,247.5347,Nippon India ETF Nifty 50 BeES
2024-12-16,247.5347,Nippon India ETF Nifty 50 BeES
2024-12-17,247.5347,Nippon India ETF Nifty 50 BeES
2024-12-18,247.5347,Nippon India ETF Nifty 50 BeES
2024-12-19,247.5347,Nippon India ETF Nifty 50 BeES
2024-12-20,247.5347,Nippon India ETF Nifty 50 BeES
2024-12-21,247.5347,Nippon India ETF Nifty 50 BeES
2024-12-22,247.5347,Nippon India ETF Nifty 50 BeES
